cluster	entrezgene_id	external_gene_name	Number of datasets	max(|logFC|)	logFC	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
cluster_1	60481.0	ELOVL5	7.0	1.09075178677502	1.09075178677502									
cluster_1	647190.0		1.0	1.09075178677502	1.09075178677502									
cluster_1	2153.0	F5	5.0	1.08717751374405	1.08717751374405									
cluster_1	1318.0	SLC31A2	2.0	1.08591396692	1.08591396692									
cluster_1	85461.0	TANC1	7.0	1.08536856814889	1.08536856814889									
cluster_1	4124.0	MAN2A1	7.0	1.0851733297291	1.0851733297291									
cluster_1	8850.0	KAT2B	7.0	1.08365428157441	1.08365428157441									
cluster_1	100507303.0		3.0	1.08345207954595	1.08345207954595									
cluster_1	6536.0	SLC6A9	3.0	1.08323381514652	1.08323381514652									
cluster_1	10060.0	ABCC9	7.0	1.07846121147055	1.07846121147055									
cluster_1	8406.0	SRPX	8.0	1.0772544211212	1.0772544211212									
cluster_1	138151.0	NACC2	8.0	1.07664785202565	1.07664785202565									
cluster_1	151011.0	SEPTIN10	4.0	1.07607429516951	1.07607429516951									
cluster_1	386593.0		6.0	1.07585495650423	1.07585495650423									
cluster_1	1375.0	CPT1B	6.0	1.07585495650423	1.07585495650423									
cluster_1	7099.0	TLR4	5.0	1.07449346369255	1.07449346369255									
cluster_1	51700.0	CYB5R2	2.0	1.0740956811183	1.0740956811183									
cluster_1	4166.0	CHST6	12.0	1.07361145417733	1.07361145417733									
cluster_1	400823.0	FAM177B	1.0	1.07229880170114	1.07229880170114									
cluster_1	23780.0	APOL2	5.0	1.07131586791327	1.07131586791327									
cluster_1	162282.0	ANKFN1	4.0	1.07123510240828	1.07123510240828									
cluster_1	84735.0	CNDP1	2.0	1.07065683365699	1.07065683365699									
cluster_1	58473.0	PLEKHB1	8.0	1.07031007022725	1.07031007022725									
cluster_1	221178.0	SPATA13	9.0	1.0699676836628	1.0699676836628									
cluster_1	221178.0	SPATA13	9.0	1.0699676836628	1.0699676836628									
cluster_1	28514.0	DLL1	9.0	1.06870801848835	1.06870801848835									
cluster_1	28514.0	DLL1	9.0	1.06870801848835	1.06870801848835									
cluster_1	5920.0	PLAAT4	8.0	1.06822223154918	1.06822223154918									
cluster_1	5021.0	OXTR	5.0	1.0668352372472	1.0668352372472									
cluster_1	37.0	ACADVL	7.0	1.06616116737139	1.06616116737139									
cluster_1	2152.0	F3	4.0	1.06567984018587	1.06567984018587									
cluster_1	10974.0	ADIRF	6.0	1.06525179211126	1.06525179211126									
cluster_1	64761.0	PARP12	6.0	1.06466998936564	1.06466998936564									
cluster_1	3759.0	KCNJ2	5.0	1.06448063104213	1.06448063104213									
cluster_1	347689.0	SOX2-OT	1.0	1.06385024744514	1.06385024744514									
cluster_1	933.0	CD22	10.0	1.06358977784374	1.06358977784374									
cluster_1	102724660.0		2.0	1.06283826111425	1.06283826111425									
cluster_1	51285.0	RASL12	8.0	1.06282928705321	1.06282928705321									
cluster_1	26585.0	GREM1	2.0	1.06256201411728	1.06256201411728									
cluster_1	26585.0	GREM1	2.0	1.06256201411728	1.06256201411728									
cluster_1	26585.0	GREM1	2.0	1.06256201411728	1.06256201411728									
cluster_1	7164.0	TPD52L1	7.0	1.06138242893136	1.06138242893136									
cluster_1	117283.0	IP6K3	6.0	1.06067914656503	1.06067914656503									
cluster_1	26064.0	RAI14	4.0	1.05856491562186	1.05856491562186									
cluster_1	313.0	AOAH	3.0	1.05543009026733	1.05543009026733									
cluster_1	154761.0		4.0	1.05398951383867	1.05398951383867									
cluster_1	9182.0	RASSF9	3.0	1.05367034439234	1.05367034439234									
cluster_1	151242.0	PPP1R1C	4.0	1.05334365981681	1.05334365981681									
cluster_1	1462.0	VCAN	10.0	1.0521079491496	1.0521079491496									
cluster_1	220416.0	LRRC63	1.0	1.05185363248293	1.05185363248293									
cluster_1	4792.0	NFKBIA	6.0	1.05139590144759	1.05139590144759									
cluster_1	8115.0	TCL1A	3.0	1.05056514909242	1.05056514909242									
cluster_1	55314.0	TMEM144	6.0	1.05003362874855	1.05003362874855									
cluster_1	89932.0	PAPLN	7.0	1.0498913487475	1.0498913487475									
cluster_1	23643.0	LY96	3.0	1.04877541145373	1.04877541145373									
cluster_1	4065.0	LY75	7.0	1.04666605175607	1.04666605175607									
cluster_1	100526664.0	LY75-CD302	8.0	1.04666605175607	1.04666605175607									
cluster_1	9936.0	CD302	7.0	1.04666605175607	1.04666605175607									
cluster_1	159195.0	USP54	9.0	1.04470134844918	1.04470134844918									
cluster_1	677.0	ZFP36L1	12.0	1.04244897359342	1.04244897359342									
cluster_1	25976.0	TIPARP	4.0	1.04240192499771	1.04240192499771									
cluster_1	760.0	CA2	2.0	1.04183674699872	1.04183674699872									
cluster_1	23205.0	ACSBG1	5.0	1.04177432759564	1.04177432759564									
cluster_1	147991.0	DPY19L3	6.0	1.04093789308168	1.04093789308168									
cluster_1	3554.0	IL1R1	8.0	1.04073401496197	1.04073401496197									
cluster_1	6662.0	SOX9	8.0	1.03956037341968	1.03956037341968									
cluster_1	11145.0	PLAAT3	5.0	1.03874115723349	1.03874115723349									
cluster_1	3426.0	CFI	10.0	1.03868706208784	1.03868706208784									
cluster_1	4646.0	MYO6	6.0	1.03717133910037	1.03717133910037									
cluster_1	3936.0	LCP1	6.0	1.03662768109894	1.03662768109894									
cluster_1	1839.0	HBEGF	4.0	1.03636805517022	1.03636805517022									
cluster_1	27333.0	GOLIM4	10.0	1.03487316858637	1.03487316858637									
cluster_1	10912.0	GADD45G	5.0	1.03479570082195	1.03479570082195									
cluster_1	1052.0	CEBPD	6.0	1.03476761190068	1.03476761190068									
cluster_1	85329.0	LGALS12	2.0	1.03400537200815	1.03400537200815									
cluster_1	25891.0	PAMR1	2.0	1.03356675667304	1.03356675667304									
cluster_1	54796.0	BNC2	4.0	1.03314481208383	1.03314481208383									
cluster_1	51228.0	GLTP	3.0	1.03202256871775	1.03202256871775									
cluster_1	143458.0	LDLRAD3	5.0	1.03188705419165	1.03188705419165									
cluster_1	55365.0	TMEM176A	7.0	1.02984202039695	1.02984202039695									
cluster_1	100506443.0	ITPKB-IT1	1.0	1.02953839109352	1.02953839109352									
cluster_1	9510.0	ADAMTS1	7.0	1.02795517098293	1.02795517098293									
cluster_1	101929637.0		2.0	1.02727110013306	1.02727110013306									
cluster_1	348938.0	NIPAL4	2.0	1.0266680366384	1.0266680366384									
cluster_1	2180.0	ACSL1	4.0	1.02633155818232	1.02633155818232									
cluster_1	286207.0	CFAP157	3.0	1.02472736434761	1.02472736434761									
cluster_1	373863.0	DND1	4.0	1.0235370094231	1.0235370094231									
cluster_1	57493.0	HEG1	5.0	1.01991169701854	1.01991169701854									
cluster_1	118611.0	C10orf90	5.0	1.01857831309505	1.01857831309505									
cluster_1	125150.0	ZSWIM7	3.0	1.01804579036685	1.01804579036685									
cluster_1	23593.0	HEBP2	6.0	1.01644163151783	1.01644163151783									
cluster_1	9341.0	VAMP3	7.0	1.0132205130363	1.0132205130363									
cluster_1	2040.0	STOM	13.0	1.01284905838714	1.01284905838714									
cluster_1	1836.0	SLC26A2	5.0	1.01275564503256	1.01275564503256									
cluster_1	64098.0	PARVG	8.0	1.01246347149914	1.01246347149914									
cluster_1	754.0	PTTG1IP	9.0	1.00907386923321	1.00907386923321									
cluster_1	107983983.0		2.0	1.00885647308501	1.00885647308501									
cluster_1	102723407.0		2.0	1.00885647308501	1.00885647308501									
cluster_1	102724971.0		2.0	1.00885647308501	1.00885647308501									
cluster_1	140.0	ADORA3	11.0	1.00829257156478	1.00829257156478									
cluster_1	105379528.0		3.0	1.00804332568193	1.00804332568193									
cluster_1	28912.0		3.0	1.00804332568193	1.00804332568193									
cluster_1	387486.0	LINC00320	2.0	1.0057228469884	1.0057228469884									
cluster_1	55589.0	BMP2K	9.0	1.00505127414476	1.00505127414476									
cluster_1	391267.0	ANKRD20A11P	6.0	1.00441871845277	1.00441871845277									
cluster_1	105379426.0		4.0	1.00441871845277	1.00441871845277									
cluster_1	196527.0	ANO6	7.0	1.00263616840054	1.00263616840054									
cluster_1	6142.0	RPL18A	5.0	1.00169328764543	1.00169328764543									
cluster_1	306.0	ANXA3	6.0	1.0004428246721	1.0004428246721									
cluster_1	2554.0	GABRA1	11.0	3.6213855832067	-3.6213855832067									
cluster_1	22895.0	RPH3A	11.0	3.44144557435114	-3.44144557435114									
cluster_1	9118.0	INA	9.0	3.39380303977585	-3.39380303977585									
cluster_1	101954277.0	RNVU1-19	1.0	3.32950807588454	-3.32950807588454									
cluster_1	114569.0	MAL2	10.0	3.24779646416263	-3.24779646416263									
cluster_1	388662.0	SLC6A17	8.0	3.16068286048502	-3.16068286048502									
cluster_1	132204.0	SYNPR	2.0	3.13152759712741	-3.13152759712741									
cluster_1	115827.0	RAB3C	10.0	3.03183731622406	-3.03183731622406									
cluster_1	11075.0	STMN2	11.0	2.98995307495637	-2.98995307495637									
cluster_1	1159.0	CKMT1B	5.0	2.98276717137385	-2.98276717137385									
cluster_1	1159.0	CKMT1A	5.0	2.98276717137385	-2.98276717137385									
cluster_1	548596.0	CKMT1B	5.0	2.98276717137385	-2.98276717137385									
cluster_1	548596.0	CKMT1A	5.0	2.98276717137385	-2.98276717137385									
cluster_1	55530.0	SVOP	11.0	2.96206661611658	-2.96206661611658									
cluster_1	9568.0	GABBR2	11.0	2.9402194192611	-2.9402194192611									
cluster_1	6857.0	SYT1	10.0	2.90231642465443	-2.90231642465443									
cluster_1	401190.0	RGS7BP	6.0	2.88038784000508	-2.88038784000508									
cluster_1	25830.0	SULT4A1	8.0	2.85632587569377	-2.85632587569377									
cluster_1	131034.0	CPNE4	9.0	2.81636101068106	-2.81636101068106									
cluster_1	57468.0	SLC12A5	6.0	2.80083455044419	-2.80083455044419									
cluster_1	2558.0	GABRA5	12.0	2.79263236867939	-2.79263236867939									
cluster_1	2904.0	GRIN2B	11.0	2.77818248621387	-2.77818248621387									
cluster_1	399947.0	C11orf87	10.0	2.77738453152229	-2.77738453152229									
cluster_1	5798.0	PTPRN	8.0	2.76405932406575	-2.76405932406575									
cluster_1	222865.0	TMEM130	4.0	2.75976368679103	-2.75976368679103									
cluster_1	1114.0	CHGB	9.0	2.74886649521706	-2.74886649521706									
cluster_1	815.0	CAMK2A	7.0	2.69975087975612	-2.69975087975612									
cluster_1	5582.0	PRKCG	4.0	2.69502160881602	-2.69502160881602									
cluster_1	6588.0	SLN	10.0	2.6715029451697	-2.6715029451697									
cluster_1	57282.0	SLC4A10	5.0	2.65509562829707	-2.65509562829707									
cluster_1	23349.0	PHF24	7.0	2.62703365626325	-2.62703365626325									
cluster_1	79012.0	CAMKV	7.0	2.62302049796109	-2.62302049796109									
cluster_1	55531.0	ELMOD1	11.0	2.61928966482626	-2.61928966482626									
cluster_1	146713.0	RBFOX3	7.0	2.61834365168132	-2.61834365168132									
cluster_1	9758.0	FRMPD4	8.0	2.61831132609298	-2.61831132609298									
cluster_1	140767.0	NRSN1	9.0	2.61805058382717	-2.61805058382717									
cluster_1	6326.0	SCN2A	10.0	2.61326341962089	-2.61326341962089									
cluster_1	7070.0	THY1	11.0	2.60892644099018	-2.60892644099018									
cluster_1	6853.0	SYN1	7.0	2.59846173758762	-2.59846173758762									
cluster_1	10368.0	CACNG3	10.0	2.59315775065181	-2.59315775065181									
cluster_1	64409.0	GALNT17	9.0	2.59210969191573	-2.59210969191573									
cluster_1	1993.0	ELAVL2	8.0	2.58244752522133	-2.58244752522133									
cluster_1	6620.0	SNCB	6.0	2.57948443485631	-2.57948443485631									
cluster_1	6860.0	SYT4	11.0	2.56549022927839	-2.56549022927839									
cluster_1	2561.0	GABRB2	7.0	2.55810065552939	-2.55810065552939									
cluster_1	29993.0	PACSIN1	7.0	2.55544152115577	-2.55544152115577									
cluster_1	8507.0	ENC1	10.0	2.54699450594179	-2.54699450594179									
cluster_1	151009.0		8.0	2.54495139498393	-2.54495139498393									
cluster_1	440894.0	LINC01123	8.0	2.54495139498393	-2.54495139498393									
cluster_1	5126.0	PCSK2	8.0	2.5379024139257	-2.5379024139257									
cluster_1	2596.0	GAP43	11.0	2.53636488236859	-2.53636488236859									
cluster_1	256714.0	MAP7D2	4.0	2.53175321662984	-2.53175321662984									
cluster_1	7447.0	VSNL1	10.0	2.53004088349934	-2.53004088349934									
cluster_1	273.0	AMPH	5.0	2.51886563109171	-2.51886563109171									
cluster_1	56675.0	NRIP3	9.0	2.51502036217987	-2.51502036217987									
cluster_1	1759.0	DNM1	8.0	2.51426533766759	-2.51426533766759									
cluster_1	793.0	CALB1	12.0	2.49702691154154	-2.49702691154154									
cluster_1	5122.0	PCSK1	8.0	2.46842620945242	-2.46842620945242									
cluster_1	10815.0	CPLX1	8.0	2.44192280953358	-2.44192280953358									
cluster_1	57172.0	CAMK1G	6.0	2.43915973832418	-2.43915973832418									
cluster_1	63982.0	ANO3	7.0	2.43100869237868	-2.43100869237868									
cluster_1	2845.0	GPR22	8.0	2.42809324186565	-2.42809324186565									
cluster_1	2845.0	GPR22	8.0	2.42809324186565	-2.42809324186565									
cluster_1	2557.0	GABRA4	10.0	2.4249620081968	-2.4249620081968									
cluster_1	118427.0	OLFM3	10.0	2.42243094099071	-2.42243094099071									
cluster_1	51299.0	NRN1	10.0	2.41225612906787	-2.41225612906787									
cluster_1	1016.0	CDH18	7.0	2.40978653330933	-2.40978653330933									
cluster_1	79698.0	ZMAT4	8.0	2.40321574529	-2.40321574529									
cluster_1	9899.0	SV2B	10.0	2.39935458581376	-2.39935458581376									
cluster_1	9796.0	PHYHIP	3.0	2.37861560634042	-2.37861560634042									
cluster_1	3897.0	L1CAM	6.0	2.3774642296093	-2.3774642296093									
cluster_1	3208.0	HPCA	9.0	2.37236143186786	-2.37236143186786									
cluster_1	10125.0	RASGRP1	10.0	2.3600834518871	-2.3600834518871									
cluster_1	1113.0	CHGA	4.0	2.35689409065365	-2.35689409065365									
cluster_1	1113.0	CHGA	4.0	2.35689409065365	-2.35689409065365									
cluster_1	158038.0	LINGO2	7.0	2.34878022371295	-2.34878022371295									
cluster_1	85352.0	SHISAL1	6.0	2.3399196820952	-2.3399196820952									
cluster_1	1007.0	CDH9	7.0	2.33566319342301	-2.33566319342301									
cluster_1	151835.0	CPNE9	5.0	2.33478586913546	-2.33478586913546									
cluster_1	1996.0	ELAVL4	7.0	2.33309183320856	-2.33309183320856									
cluster_1	55800.0	SCN3B	12.0	2.33132163682823	-2.33132163682823									
cluster_1	9783.0	RIMS3	5.0	2.31064955578774	-2.31064955578774									
cluster_1	165679.0	SPTSSB	2.0	2.31047816713468	-2.31047816713468									
cluster_1	5816.0	PVALB	6.0	2.31032787069572	-2.31032787069572									
cluster_1	5816.0	PVALB	6.0	2.31032787069572	-2.31032787069572									
cluster_1	5138.0	PDE2A	8.0	2.31003719879997	-2.31003719879997									
cluster_1	4884.0	NPTX1	6.0	2.30732696107764	-2.30732696107764									
cluster_1	220164.0	DOK6	12.0	2.3044436837629	-2.3044436837629									
cluster_1	5950.0	RBP4	7.0	2.29736028234235	-2.29736028234235									
cluster_1	23025.0	UNC13A	7.0	2.28175109850468	-2.28175109850468									
cluster_1	2556.0	GABRA3	5.0	2.28100610713729	-2.28100610713729									
cluster_1	5864.0	RAB3A	7.0	2.28050647770948	-2.28050647770948									
cluster_1	401994.0	OR14I1	4.0	2.26837205688292	-2.26837205688292									
cluster_1	55074.0	OXR1	11.0	2.26325782026247	-2.26325782026247									
cluster_1	10964.0	IFI44L	2.0	2.25979924713175	-2.25979924713175									
cluster_1	767606.0	SNORD114-26	1.0	2.25788509005861	-2.25788509005861									
cluster_1	107.0	ADCY1	8.0	2.2487633731557	-2.2487633731557									
cluster_1	767564.0	SNORD113-4	3.0	2.24414852998099	-2.24414852998099									
cluster_1	376267.0	RAB15	10.0	2.23561836217001	-2.23561836217001									
cluster_1	54715.0	RBFOX1	9.0	2.23554841719467	-2.23554841719467									
cluster_1	112609.0	MRAP2	4.0	2.23493802981831	-2.23493802981831									
cluster_1	283209.0	PGM2L1	10.0	2.22948848241927	-2.22948848241927									
cluster_1	23040.0	MYT1L	8.0	2.22551059062135	-2.22551059062135									
cluster_1	27012.0	KCNV1	12.0	2.2166822944161	-2.2166822944161									
cluster_1	5801.0	PTPRR	12.0	2.20119842659367	-2.20119842659367									
cluster_1	491.0	ATP2B2	10.0	2.19738854823156	-2.19738854823156									
cluster_1	5865.0	RAB3B	10.0	2.17188860544938	-2.17188860544938									
cluster_1	9615.0	GDA	9.0	2.16892531752467	-2.16892531752467									
cluster_1	2785.0	GNG3	10.0	2.16791117276696	-2.16791117276696									
cluster_1	260293.0	CYP4X1	6.0	2.1560463904993	-2.1560463904993									
cluster_1	9547.0	CXCL14	5.0	2.15153806034569	-2.15153806034569									
cluster_1	222008.0	VSTM2A	8.0	2.14992182808455	-2.14992182808455									
cluster_1	152330.0	CNTN4	8.0	2.14935438858738	-2.14935438858738									
cluster_1	25758.0	KIAA1549L	8.0	2.14659011250131	-2.14659011250131									
cluster_1	56479.0	KCNQ5	6.0	2.14406914246814	-2.14406914246814									
cluster_1	2043.0	EPHA4	12.0	2.14249663380236	-2.14249663380236									
cluster_1	767579.0	SNORD114-3	1.0	2.14059479652626	-2.14059479652626									
cluster_1	9148.0	NEURL1	7.0	2.13781758573556	-2.13781758573556									
cluster_1	2254.0	FGF9	7.0	2.13145058398877	-2.13145058398877									
cluster_1	80309.0	SPHKAP	8.0	2.12433129418722	-2.12433129418722									
cluster_1	4233.0	MET	8.0	2.12142870186215	-2.12142870186215									
cluster_1	60680.0	CELF5	10.0	2.12087019710986	-2.12087019710986									
cluster_1	10777.0	ARPP21	10.0	2.11595718680501	-2.11595718680501									
cluster_1	642968.0	FAM163B	5.0	2.11102034008118	-2.11102034008118									
cluster_1	50944.0	SHANK1	7.0	2.10511288372629	-2.10511288372629									
cluster_1	1131.0	CHRM3	7.0	2.10306309064737	-2.10306309064737									
cluster_1	147381.0	CBLN2	5.0	2.10164544498295	-2.10164544498295									
cluster_1	57626.0	KLHL1	4.0	2.10068875433719	-2.10068875433719									
cluster_1	84708.0	LNX1	8.0	2.09995872586881	-2.09995872586881									
cluster_1	8514.0	KCNAB2	6.0	2.09784245239049	-2.09784245239049									
cluster_1	767578.0	SNORD114-2	2.0	2.08646729626136	-2.08646729626136									
cluster_1	51761.0	ATP8A2	8.0	2.08616003706968	-2.08616003706968									
cluster_1	51617.0	NSG2	10.0	2.07894422398225	-2.07894422398225									
cluster_1	9890.0	PLPPR4	12.0	2.07625997038951	-2.07625997038951									
cluster_1	10486.0	CAP2	12.0	2.05960217372498	-2.05960217372498									
cluster_1	166752.0	FREM3	8.0	2.05542108659633	-2.05542108659633									
cluster_1	2572.0	GAD2	10.0	2.05486661326132	-2.05486661326132									
cluster_1	6855.0	SYP	9.0	2.05268898667077	-2.05268898667077									
cluster_1	57338.0	JPH3	9.0	2.05129964523721	-2.05129964523721									
cluster_1	6861.0	SYT5	9.0	2.04547746151234	-2.04547746151234									
cluster_1	27075.0	TSPAN13	5.0	2.04433691193111	-2.04433691193111									
cluster_1	53335.0	BCL11A	11.0	2.03630295420952	-2.03630295420952									
cluster_1	23108.0	RAP1GAP2	6.0	2.03225837146658	-2.03225837146658									
cluster_1	338811.0	TAFA2	6.0	2.0309180779266	-2.0309180779266									
cluster_1	266722.0	HS6ST3	10.0	2.02992649003085	-2.02992649003085									
cluster_1	51412.0	ACTL6B	6.0	2.0296136628074	-2.0296136628074									
cluster_1	90249.0	UNC5A	3.0	2.02946332900622	-2.02946332900622									
cluster_1	400120.0	SERTM1	11.0	2.02145292187685	-2.02145292187685									
cluster_1	5575.0	PRKAR1B	5.0	2.02003946747106	-2.02003946747106									
cluster_1	2039.0	DMTN	5.0	2.01500443224533	-2.01500443224533									
cluster_1	11122.0	PTPRT	5.0	2.01368346556492	-2.01368346556492									
cluster_1	4905.0	NSF	10.0	2.00345682239435	-2.00345682239435									
cluster_1	4905.0	NSF	10.0	2.00345682239435	-2.00345682239435									
cluster_1	4905.0	NSF	10.0	2.00345682239435	-2.00345682239435									
cluster_1	814.0	CAMK4	14.0	1.99669032492361	-1.99669032492361									
cluster_1	4978.0	OPCML	11.0	1.99655975368149	-1.99655975368149									
cluster_1	10716.0	TBR1	5.0	1.99487541877973	-1.99487541877973									
